ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,Predicted Deaths (yhat),Lower Bound (yhat_lower),Upper Bound (yhat_upper)
2020-05-03,249653.15927255352,246605.60850454945,252547.84601884516,249653.15927255352,249653.15927255352,-165.70172477279488,-165.70172477279488,-165.70172477279488,-165.70172477279488,-165.70172477279488,-165.70172477279488,0.0,0.0,0.0,249487.4575477807,249487,246605,252547
2020-05-04,254692.14094218242,250801.36742948022,256804.80718285448,254692.14094218242,254692.14094218242,-905.3214847582559,-905.3214847582559,-905.3214847582559,-905.3214847582559,-905.3214847582559,-905.3214847582559,0.0,0.0,0.0,253786.81945742416,253786,250801,256804
2020-05-05,259731.1226118113,256080.410802456,262093.0286303258,259731.1226118113,259731.1226118113,-728.2893533224939,-728.2893533224939,-728.2893533224939,-728.2893533224939,-728.2893533224939,-728.2893533224939,0.0,0.0,0.0,259002.8332584888,259002,256080,262093
2020-05-06,264770.10428144014,261528.80603216594,267699.9456638105,264770.10428144014,264770.10428144014,-191.3747991047798,-191.3747991047798,-191.3747991047798,-191.3747991047798,-191.3747991047798,-191.3747991047798,0.0,0.0,0.0,264578.7294823354,264578,261528,267699
2020-05-07,269809.085951069,267275.4692143749,273305.0468685714,269809.085951069,269809.085951069,388.58694114946286,388.58694114946286,388.58694114946286,388.58694114946286,388.58694114946286,388.58694114946286,0.0,0.0,0.0,270197.67289221846,270197,267275,273305
2020-05-08,274848.0676206979,272590.32715074497,278695.5315519425,274848.0676206979,274848.0676206979,874.8016233769098,874.8016233769098,874.8016233769098,874.8016233769098,874.8016233769098,874.8016233769098,0.0,0.0,0.0,275722.8692440748,275722,272590,278695
2020-05-09,279620.42364550964,277269.28310803516,283218.1195094694,279620.42364550964,279620.42364550964,727.2987974325628,727.2987974325628,727.2987974325628,727.2987974325628,727.2987974325628,727.2987974325628,0.0,0.0,0.0,280347.7224429422,280347,277269,283218
2020-05-10,284392.77967032144,281108.739241222,287287.91477731103,284392.77967032144,284392.77967032144,-165.7017247734933,-165.7017247734933,-165.7017247734933,-165.7017247734933,-165.7017247734933,-165.7017247734933,0.0,0.0,0.0,284227.07794554794,284227,281108,287287
2020-05-11,289165.1356951332,285145.86698935955,291190.502624402,289165.1356951332,289165.1356951332,-905.3214847584607,-905.3214847584607,-905.3214847584607,-905.3214847584607,-905.3214847584607,-905.3214847584607,0.0,0.0,0.0,288259.8142103747,288259,285145,291190
2020-05-12,293937.4917199449,290336.05862766615,296202.5656487334,293937.4917199449,293937.4917199449,-728.2893533221136,-728.2893533221136,-728.2893533221136,-728.2893533221136,-728.2893533221136,-728.2893533221136,0.0,0.0,0.0,293209.2023666228,293209,290336,296202
2020-05-13,298709.8477447566,295458.08755196806,301510.4601003372,298709.8477447566,298709.8477447566,-191.37479910666207,-191.37479910666207,-191.37479910666207,-191.37479910666207,-191.37479910666207,-191.37479910666207,0.0,0.0,0.0,298518.47294564993,298518,295458,301510
2020-05-14,303482.2037695682,300945.5738589921,306825.56988706015,303482.2037695682,303482.2037695682,388.5869411499576,388.5869411499576,388.5869411499576,388.5869411499576,388.5869411499576,388.5869411499576,0.0,0.0,0.0,303870.79071071814,303870,300945,306825
2020-05-15,307758.04504233715,305836.9287023204,311711.60321637365,307758.04504233715,307758.04504233715,874.8016233771444,874.8016233771444,874.8016233771444,874.8016233771444,874.8016233771444,874.8016233771444,0.0,0.0,0.0,308632.8466657143,308632,305836,311711
2020-05-16,312033.88631510624,309537.0635037487,315725.9616898879,312033.88631510624,312033.88631510624,727.2987974320973,727.2987974320973,727.2987974320973,727.2987974320973,727.2987974320973,727.2987974320973,0.0,0.0,0.0,312761.18511253834,312761,309537,315725
2020-05-17,316309.72758787515,313316.4175312181,318999.7160741028,316309.72758787515,316309.72758787515,-165.70172477427658,-165.70172477427658,-165.70172477427658,-165.70172477427658,-165.70172477427658,-165.70172477427658,0.0,0.0,0.0,316144.0258631009,316144,313316,318999
2020-05-18,320585.56886064407,316804.2289331134,322547.32946666534,320585.56886064407,320585.56886064407,-905.3214847575373,-905.3214847575373,-905.3214847575373,-905.3214847575373,-905.3214847575373,-905.3214847575373,0.0,0.0,0.0,319680.24737588654,319680,316804,322547
2020-05-19,324861.41013341304,321065.7458949064,327072.05508583627,324861.41013341304,324861.41013341304,-728.2893533217334,-728.2893533217334,-728.2893533217334,-728.2893533217334,-728.2893533217334,-728.2893533217334,0.0,0.0,0.0,324133.1207800913,324133,321065,327072
2020-05-20,329137.251406182,326035.9690442906,332065.42207834584,329137.251406182,329137.251406182,-191.37479910622335,-191.37479910622335,-191.37479910622335,-191.37479910622335,-191.37479910622335,-191.37479910622335,0.0,0.0,0.0,328945.8766070758,328945,326035,332065
2020-05-21,333241.6201785853,330770.14767547726,336440.4060315861,333241.6201785853,333241.6201785853,388.5869411502625,388.5869411502625,388.5869411502625,388.5869411502625,388.5869411502625,388.5869411502625,0.0,0.0,0.0,333630.20711973554,333630,330770,336440
2020-05-22,337345.98895098845,335478.7066869357,341407.3475721613,337345.98895098845,337345.98895098845,874.8016233773789,874.8016233773789,874.8016233773789,874.8016233773789,874.8016233773789,874.8016233773789,0.0,0.0,0.0,338220.7905743658,338220,335478,341407
2020-05-23,341450.3577233917,339117.4978000895,345175.0030033362,341450.3577233917,341450.3577233917,727.2987974317082,727.2987974317082,727.2987974317082,727.2987974317082,727.2987974317082,727.2987974317082,0.0,0.0,0.0,342177.65652082337,342177,339117,345175
2020-05-24,345554.7264957948,342587.2753254674,348431.5140372401,345554.7264957948,345554.7264957948,-165.70172477088425,-165.70172477088425,-165.70172477088425,-165.70172477088425,-165.70172477088425,-165.70172477088425,0.0,0.0,0.0,345389.0247710239,345389,342587,348431
2020-05-25,349659.09526819794,345828.786359147,351801.53432061116,349659.09526819794,349659.09526819794,-905.3214847577419,-905.3214847577419,-905.3214847577419,-905.3214847577419,-905.3214847577419,-905.3214847577419,0.0,0.0,0.0,348753.7737834402,348753,345828,351801
2020-05-26,353763.4640406011,350019.72697805136,356021.005030592,353763.4640406011,353763.4640406011,-728.2893533213951,-728.2893533213951,-728.2893533213951,-728.2893533213951,-728.2893533213951,-728.2893533213951,0.0,0.0,0.0,353035.1746872797,353035,350019,356021
2020-05-27,357867.8328564834,354624.15735034586,360798.40386556793,357867.8328564834,357867.8328564834,-191.37479910578463,-191.37479910578463,-191.37479910578463,-191.37479910578463,-191.37479910578463,-191.37479910578463,0.0,0.0,0.0,357676.4580573776,357676,354624,360798
2020-05-28,361972.20167236566,359424.5713555391,365320.9721040084,361972.20167236566,361972.20167236566,388.58694114834145,388.58694114834145,388.58694114834145,388.58694114834145,388.58694114834145,388.58694114834145,0.0,0.0,0.0,362360.788613514,362360,359424,365320
2020-05-29,366076.5704882478,363979.4899158176,369845.0206203973,366076.5704882478,366076.5704882478,874.801623376441,874.801623376441,874.801623376441,874.801623376441,874.801623376441,874.801623376441,0.0,0.0,0.0,366951.3721116242,366951,363979,369845
2020-05-30,370180.9393041301,368016.91004736646,373846.7402189487,370180.9393041301,370180.9393041301,727.2987974313191,727.2987974313191,727.2987974313191,727.2987974313191,727.2987974313191,727.2987974313191,0.0,0.0,0.0,370908.23810156144,370908,368016,373846
2020-05-31,374285.3081200123,371266.0184405528,377126.77604240825,374285.3081200123,374285.3081200123,-165.7017247716251,-165.7017247716251,-165.7017247716251,-165.7017247716251,-165.7017247716251,-165.7017247716251,0.0,0.0,0.0,374119.60639524064,374119,371266,377126
2020-06-01,378389.67693589465,374678.4424491028,380512.00880240963,378389.67693589465,378389.67693589465,-905.3214847579471,-905.3214847579471,-905.3214847579471,-905.3214847579471,-905.3214847579471,-905.3214847579471,0.0,0.0,0.0,377484.3554511367,377484,374678,380512
2020-06-02,382696.3450323587,378991.9109862612,384844.04255265975,382696.3450323587,382696.3450323587,-728.2893533210568,-728.2893533210568,-728.2893533210568,-728.2893533210568,-728.2893533210568,-728.2893533210568,0.0,0.0,0.0,381968.05567903764,381968,378991,384844
2020-06-03,387003.01312882267,383887.3109703138,389785.34932887426,387003.01312882267,387003.01312882267,-191.3747991054219,-191.3747991054219,-191.3747991054219,-191.3747991054219,-191.3747991054219,-191.3747991054219,0.0,0.0,0.0,386811.6383297173,386811,383887,389785
2020-06-04,391309.6812252868,388859.0921338329,394752.3624643838,391309.6812252868,391309.6812252868,388.5869411487413,388.5869411487413,388.5869411487413,388.5869411487413,388.5869411487413,388.5869411487413,0.0,0.0,0.0,391698.26816643553,391698,388859,394752
2020-06-05,395616.3493217508,393586.90507621877,399459.3936368373,395616.3493217508,395616.3493217508,874.8016233765806,874.8016233765806,874.8016233765806,874.8016233765806,874.8016233765806,874.8016233765806,0.0,0.0,0.0,396491.15094512736,396491,393586,399459
2020-06-06,399923.01741821493,397844.01806972135,403754.0462210357,399923.01741821493,399923.01741821493,727.2987974308534,727.2987974308534,727.2987974308534,727.2987974308534,727.2987974308534,727.2987974308534,0.0,0.0,0.0,400650.3162156458,400650,397844,403754
2020-06-07,404229.685514679,401029.86415121343,407212.3665027405,404229.685514679,404229.685514679,-165.70172477236588,-165.70172477236588,-165.70172477236588,-165.70172477236588,-165.70172477236588,-165.70172477236588,0.0,0.0,0.0,404063.98378990666,404063,401029,407212
2020-06-08,408596.5469575109,404802.89896199893,411012.7885419956,408596.5469575109,408596.5469575109,-905.3214847581518,-905.3214847581518,-905.3214847581518,-905.3214847581518,-905.3214847581518,-905.3214847581518,0.0,0.0,0.0,407691.2254727527,407691,404802,411012
2020-06-09,412963.4084003428,409339.65964860615,415084.90782111144,412963.4084003428,412963.4084003428,-728.2893533226343,-728.2893533226343,-728.2893533226343,-728.2893533226343,-728.2893533226343,-728.2893533226343,0.0,0.0,0.0,412235.11904702015,412235,409339,415084
2020-06-10,417330.26984317484,414096.7589178287,419898.9513060032,417330.26984317484,417330.26984317484,-191.37479910505925,-191.37479910505925,-191.37479910505925,-191.37479910505925,-191.37479910505925,-191.37479910505925,0.0,0.0,0.0,417138.8950440698,417138,414096,419898
2020-06-11,421697.13128600677,419145.0660093749,425146.1470121565,421697.13128600677,421697.13128600677,388.5869411492359,388.5869411492359,388.5869411492359,388.5869411492359,388.5869411492359,388.5869411492359,0.0,0.0,0.0,422085.71822715603,422085,419145,425146
2020-06-12,426063.9927288388,423935.4797246082,429988.8453296525,426063.9927288388,426063.9927288388,874.8016233769101,874.8016233769101,874.8016233769101,874.8016233769101,874.8016233769101,874.8016233769101,0.0,0.0,0.0,426938.7943522157,426938,423935,429988
2020-06-13,430430.8541716707,428358.91861154337,434008.7893591854,430430.8541716707,430430.8541716707,727.298797430388,727.298797430388,727.298797430388,727.298797430388,727.298797430388,727.298797430388,0.0,0.0,0.0,431158.1529691011,431158,428358,434008
2020-06-14,434836.03757732833,431216.6447043646,437480.35127074237,434836.03757732833,434836.03757732833,-165.70172476897352,-165.70172476897352,-165.70172476897352,-165.70172476897352,-165.70172476897352,-165.70172476897352,0.0,0.0,0.0,434670.33585255936,434670,431216,437480
2020-06-15,439241.22098298604,435168.04456856585,441241.29836336215,439241.22098298604,439241.22098298604,-905.321484758357,-905.321484758357,-905.321484758357,-905.321484758357,-905.321484758357,-905.321484758357,0.0,0.0,0.0,438335.8994982277,438335,435168,441241
2020-06-16,443646.4043886437,439963.2927017011,445984.97823780065,443646.4043886437,443646.4043886437,-728.2893533222539,-728.2893533222539,-728.2893533222539,-728.2893533222539,-728.2893533222539,-728.2893533222539,0.0,0.0,0.0,442918.11503532145,442918,439963,445984
2020-06-17,448051.58779430133,444568.10170565697,450817.8177776924,448051.58779430133,448051.58779430133,-191.3747991046205,-191.3747991046205,-191.3747991046205,-191.3747991046205,-191.3747991046205,-191.3747991046205,0.0,0.0,0.0,447860.2129951967,447860,444568,450817
2020-06-18,452456.771199959,449955.9389919757,455768.1829064659,452456.771199959,452456.771199959,388.5869411496358,388.5869411496358,388.5869411496358,388.5869411496358,388.5869411496358,388.5869411496358,0.0,0.0,0.0,452845.3581411086,452845,449955,455768
2020-06-19,456861.9546056166,454667.9740501087,460934.50702510483,456861.9546056166,456861.9546056166,874.8016233770495,874.8016233770495,874.8016233770495,874.8016233770495,874.8016233770495,874.8016233770495,0.0,0.0,0.0,457736.75622899365,457736,454667,460934
2020-06-20,461892.9595277876,459844.2513361482,465524.6245104057,461892.9595277876,461892.9595277876,727.2987974323904,727.2987974323904,727.2987974323904,727.2987974323904,727.2987974323904,727.2987974323904,0.0,0.0,0.0,462620.25832521997,462620,459844,465524
2020-06-21,466923.96444995864,463818.30437280773,469705.3156552716,466923.96444995864,466923.96444995864,-165.7017247697143,-165.7017247697143,-165.7017247697143,-165.7017247697143,-165.7017247697143,-165.7017247697143,0.0,0.0,0.0,466758.2627251889,466758,463818,469705
2020-06-22,471954.96937212965,468139.90051055065,474188.884949954,471954.96937212965,471954.96937212965,-905.3214847585615,-905.3214847585615,-905.3214847585615,-905.3214847585615,-905.3214847585615,-905.3214847585615,0.0,0.0,0.0,471049.6478873711,471049,468139,474188
2020-06-23,476985.9742943007,473217.43912873574,479254.50630839146,476985.9742943007,476985.9742943007,-728.2893533219577,-728.2893533219577,-728.2893533219577,-728.2893533219577,-728.2893533219577,-728.2893533219577,0.0,0.0,0.0,476257.68494097877,476257,473217,479254
2020-06-24,482016.97921647155,478880.84117075265,484972.9389620113,482016.97921647155,482016.97921647155,-191.37479910418188,-191.37479910418188,-191.37479910418188,-191.37479910418188,-191.37479910418188,-191.37479910418188,0.0,0.0,0.0,481825.6044173674,481825,478880,484972
2020-06-25,487047.9841386426,484712.80337190256,490431.58931511705,487047.9841386426,487047.9841386426,388.5869411477147,388.5869411477147,388.5869411477147,388.5869411477147,388.5869411477147,388.5869411477147,0.0,0.0,0.0,487436.5710797903,487436,484712,490431
2020-06-26,492078.9890608136,489690.593990497,495930.9544865644,492078.9890608136,492078.9890608136,874.8016233772843,874.8016233772843,874.8016233772843,874.8016233772843,874.8016233772843,874.8016233772843,0.0,0.0,0.0,492953.7906841909,492953,489690,495930
2020-06-27,497109.9939829846,494893.9566915212,500718.00151510653,497109.9939829846,497109.9939829846,727.2987974320014,727.2987974320014,727.2987974320014,727.2987974320014,727.2987974320014,727.2987974320014,0.0,0.0,0.0,497837.2927804166,497837,494893,500718
2020-06-28,502140.9989051557,499078.9063585054,504831.7212984906,502140.9989051557,502140.9989051557,-165.70172477049758,-165.70172477049758,-165.70172477049758,-165.70172477049758,-165.70172477049758,-165.70172477049758,0.0,0.0,0.0,501975.2971803852,501975,499078,504831
2020-06-29,507172.0038273267,503087.1316217499,509303.991016657,507172.0038273267,507172.0038273267,-905.3214847587667,-905.3214847587667,-905.3214847587667,-905.3214847587667,-905.3214847587667,-905.3214847587667,0.0,0.0,0.0,506266.68234256795,506266,503087,509303
2020-06-30,512203.00874949776,508465.9829590751,514279.39905138954,512203.00874949776,512203.00874949776,-728.2893533215773,-728.2893533215773,-728.2893533215773,-728.2893533215773,-728.2893533215773,-728.2893533215773,0.0,0.0,0.0,511474.71939617617,511474,508465,514279
2020-07-01,517234.01367166877,514003.7587531752,520091.2375478478,517234.01367166877,517234.01367166877,-191.37479910598793,-191.37479910598793,-191.37479910598793,-191.37479910598793,-191.37479910598793,-191.37479910598793,0.0,0.0,0.0,517042.6388725628,517042,514003,520091
2020-07-02,522265.0185938398,519721.1312036826,525645.8829734266,522265.0185938398,522265.0185938398,388.5869411481144,388.5869411481144,388.5869411481144,388.5869411481144,388.5869411481144,388.5869411481144,0.0,0.0,0.0,522653.6055349879,522653,519721,525645
2020-07-03,527296.0235160108,525194.5274786814,530985.9614304291,527296.0235160108,527296.0235160108,874.8016233774235,874.8016233774235,874.8016233774235,874.8016233774235,874.8016233774235,874.8016233774235,0.0,0.0,0.0,528170.8251393882,528170,525194,530985
2020-07-04,532327.0284381817,529998.7759772204,535935.1539596509,532327.0284381817,532327.0284381817,727.2987974314597,727.2987974314597,727.2987974314597,727.2987974314597,727.2987974314597,727.2987974314597,0.0,0.0,0.0,533054.3272356131,533054,529998,535935
2020-07-05,537358.0333603527,534003.0415624166,540130.6660645469,537358.0333603527,537358.0333603527,-165.70172477119587,-165.70172477119587,-165.70172477119587,-165.70172477119587,-165.70172477119587,-165.70172477119587,0.0,0.0,0.0,537192.3316355816,537192,534003,540130
2020-07-06,542389.0382825237,538408.3273626037,544684.4496927806,542389.0382825237,542389.0382825237,-905.3214847578429,-905.3214847578429,-905.3214847578429,-905.3214847578429,-905.3214847578429,-905.3214847578429,0.0,0.0,0.0,541483.7167977659,541483,538408,544684
2020-07-07,547420.0432046948,543867.9558722883,549783.148894036,547420.0432046948,547420.0432046948,-728.289353321239,-728.289353321239,-728.289353321239,-728.289353321239,-728.289353321239,-728.289353321239,0.0,0.0,0.0,546691.7538513736,546691,543867,549783
2020-07-08,552451.0481268659,549305.8220772783,555371.0677957227,552451.0481268659,552451.0481268659,-191.37479910562533,-191.37479910562533,-191.37479910562533,-191.37479910562533,-191.37479910562533,-191.37479910562533,0.0,0.0,0.0,552259.6733277603,552259,549305,555371
2020-07-09,557482.0530490367,554991.4801308773,560925.8860345888,557482.0530490367,557482.0530490367,388.5869411486092,388.5869411486092,388.5869411486092,388.5869411486092,388.5869411486092,388.5869411486092,0.0,0.0,0.0,557870.6399901853,557870,554991,560925
2020-07-10,562513.0579712078,560543.0926016575,566397.3322943221,562513.0579712078,562513.0579712078,874.8016233776581,874.8016233776581,874.8016233776581,874.8016233776581,874.8016233776581,874.8016233776581,0.0,0.0,0.0,563387.8595945855,563387,560543,566397
2020-07-11,567544.0628933788,565376.8527725224,571190.045869373,567544.0628933788,567544.0628933788,727.2987974310702,727.2987974310702,727.2987974310702,727.2987974310702,727.2987974310702,727.2987974310702,0.0,0.0,0.0,568271.3616908098,568271,565376,571190
2020-07-12,572575.0678155498,569340.7119264988,575665.9912258475,572575.0678155498,572575.0678155498,-165.70172477197912,-165.70172477197912,-165.70172477197912,-165.70172477197912,-165.70172477197912,-165.70172477197912,0.0,0.0,0.0,572409.3660907778,572409,569340,575665
2020-07-13,577606.0727377208,573724.3294375046,579959.1933215263,577606.0727377208,577606.0727377208,-905.3214847580481,-905.3214847580481,-905.3214847580481,-905.3214847580481,-905.3214847580481,-905.3214847580481,0.0,0.0,0.0,576700.7512529627,576700,573724,579959
2020-07-14,582637.0776598918,578879.6969641723,584824.6049864215,582637.0776598918,582637.0776598918,-728.2893533208587,-728.2893533208587,-728.2893533208587,-728.2893533208587,-728.2893533208587,-728.2893533208587,0.0,0.0,0.0,581908.788306571,581908,578879,584824
2020-07-15,587668.0825820627,584263.6184508161,590625.4034681186,587668.0825820627,587668.0825820627,-191.37479910518655,-191.37479910518655,-191.37479910518655,-191.37479910518655,-191.37479910518655,-191.37479910518655,0.0,0.0,0.0,587476.7077829575,587476,584263,590625
2020-07-16,592699.0875042338,590252.0507903028,596114.8077378863,592699.0875042338,592699.0875042338,388.5869411489141,388.5869411489141,388.5869411489141,388.5869411489141,388.5869411489141,388.5869411489141,0.0,0.0,0.0,593087.6744453828,593087,590252,596114
2020-07-17,597730.0924264048,595692.3856845774,601543.420654386,597730.0924264048,597730.0924264048,874.80162337672,874.80162337672,874.80162337672,874.80162337672,874.80162337672,874.80162337672,0.0,0.0,0.0,598604.8940497815,598604,595692,601543
2020-07-18,602761.0973485758,600463.7339448573,606475.0287609872,602761.0973485758,602761.0973485758,727.2987974329965,727.2987974329965,727.2987974329965,727.2987974329965,727.2987974329965,727.2987974329965,0.0,0.0,0.0,603488.3961460089,603488,600463,606475
2020-07-19,607792.1022707468,604710.2920836187,610686.9473164827,607792.1022707468,607792.1022707468,-165.70172477276247,-165.70172477276247,-165.70172477276247,-165.70172477276247,-165.70172477276247,-165.70172477276247,0.0,0.0,0.0,607626.400545974,607626,604710,610686
2020-07-20,612823.1071929178,608666.2630344839,615067.6580454606,612823.1071929178,612823.1071929178,-905.3214847582526,-905.3214847582526,-905.3214847582526,-905.3214847582526,-905.3214847582526,-905.3214847582526,0.0,0.0,0.0,611917.7857081596,611917,608666,615067
2020-07-21,617854.1121150889,614198.2384843592,620078.7112986511,617854.1121150889,617854.1121150889,-728.2893533205206,-728.2893533205206,-728.2893533205206,-728.2893533205206,-728.2893533205206,-728.2893533205206,0.0,0.0,0.0,617125.8227617684,617125,614198,620078
2020-07-22,622885.11703726,619678.2670598215,625858.476955102,622885.11703726,622885.11703726,-191.37479910714458,-191.37479910714458,-191.37479910714458,-191.37479910714458,-191.37479910714458,-191.37479910714458,0.0,0.0,0.0,622693.7422381528,622693,619678,625858
2020-07-23,627916.121959431,625542.8989290239,631546.9476485515,627916.121959431,627916.121959431,388.58694114940886,388.58694114940886,388.58694114940886,388.58694114940886,388.58694114940886,388.58694114940886,0.0,0.0,0.0,628304.7089005804,628304,625542,631546
2020-07-24,632947.126881602,630645.3760663231,636890.5608736197,632947.126881602,632947.126881602,874.8016233769547,874.8016233769547,874.8016233769547,874.8016233769547,874.8016233769547,874.8016233769547,0.0,0.0,0.0,633821.9285049789,633821,630645,636890
2020-07-25,637978.1318037729,635633.4354197942,641478.3428914757,637978.1318037729,637978.1318037729,727.2987974326073,727.2987974326073,727.2987974326073,727.2987974326073,727.2987974326073,727.2987974326073,0.0,0.0,0.0,638705.4306012054,638705,635633,641478
2020-07-26,643009.1367259439,639964.9706332068,645675.1532141838,643009.1367259439,643009.1367259439,-165.70172477350323,-165.70172477350323,-165.70172477350323,-165.70172477350323,-165.70172477350323,-165.70172477350323,0.0,0.0,0.0,642843.4350011704,642843,639964,645675
2020-07-27,648040.1416481149,644068.720356311,650022.6351971535,648040.1416481149,648040.1416481149,-905.3214847584579,-905.3214847584579,-905.3214847584579,-905.3214847584579,-905.3214847584579,-905.3214847584579,0.0,0.0,0.0,647134.8201633565,647134,644068,650022
2020-07-28,653071.146570286,649354.0417837647,655091.216822193,652906.0987070233,653231.3928940295,-728.28935332214,-728.28935332214,-728.28935332214,-728.28935332214,-728.28935332214,-728.28935332214,0.0,0.0,0.0,652342.8572169639,652342,649354,655091
2020-07-29,658102.151492457,654968.8906771113,660974.8606680821,657387.8843731032,658738.0465241187,-191.37479910663015,-191.37479910663015,-191.37479910663015,-191.37479910663015,-191.37479910663015,-191.37479910663015,0.0,0.0,0.0,657910.7766933504,657910,654968,660974
2020-07-30,663133.156414628,660362.238935342,666687.9596847157,661727.7738269323,664396.3990234422,388.58694114990345,388.58694114990345,388.58694114990345,388.58694114990345,388.58694114990345,388.58694114990345,0.0,0.0,0.0,663521.7433557779,663521,660362,666687
2020-07-31,668164.1613367992,665653.8473457627,672293.5455624533,666033.9155707126,670224.1460300306,874.8016233770942,874.8016233770942,874.8016233770942,874.8016233770942,874.8016233770942,874.8016233770942,0.0,0.0,0.0,669038.9629601763,669038,665653,672293
2020-08-01,673195.1662589702,669899.4319389196,677706.2929565932,670196.285761135,676081.0462948723,727.298797432142,727.298797432142,727.298797432142,727.298797432142,727.298797432142,727.298797432142,0.0,0.0,0.0,673922.4650564023,673922,669899,677706
2020-08-02,678226.1711811409,673771.0725152277,682327.3441313546,674272.2712112113,681915.4070394584,-165.70172477015333,-165.70172477015333,-165.70172477015333,-165.70172477015333,-165.70172477015333,-165.70172477015333,0.0,0.0,0.0,678060.4694563708,678060,673771,682327
2020-08-03,683257.1761033119,677097.5178774918,687872.6544539899,678357.9486345841,687795.4121424368,-905.3214847586626,-905.3214847586626,-905.3214847586626,-905.3214847586626,-905.3214847586626,-905.3214847586626,0.0,0.0,0.0,682351.8546185533,682351,677097,687872
2020-08-04,688288.181025483,681400.7722244783,694164.1300746759,682612.8880623552,693985.1717519105,-728.2893533218016,-728.2893533218016,-728.2893533218016,-728.2893533218016,-728.2893533218016,-728.2893533218016,0.0,0.0,0.0,687559.8916721612,687559,681400,694164
2020-08-05,693319.185947654,685582.2328832768,700013.0647513599,686414.9418563884,700017.8225520364,-191.37479910626726,-191.37479910626726,-191.37479910626726,-191.37479910626726,-191.37479910626726,-191.37479910626726,0.0,0.0,0.0,693127.8111485477,693127,685582,700013
2020-08-06,698350.190869825,690554.9134627706,707408.0474218889,690440.0033938595,706307.8530193542,388.58694115030335,388.58694115030335,388.58694115030335,388.58694115030335,388.58694115030335,388.58694115030335,0.0,0.0,0.0,698738.7778109752,698738,690554,707408
2020-08-07,703381.195791996,694931.1330654436,714182.6559088742,694409.3870396229,712582.543100899,874.8016233774237,874.8016233774237,874.8016233774237,874.8016233774237,874.8016233774237,874.8016233774237,0.0,0.0,0.0,704255.9974153733,704255,694931,714182
2020-08-08,708412.2007141671,698430.6494342606,720616.353140863,697997.2225068845,718855.7984429812,727.2987974316762,727.2987974316762,727.2987974316762,727.2987974316762,727.2987974316762,727.2987974316762,0.0,0.0,0.0,709139.4995115987,709139,698430,720616
2020-08-09,713443.2056363381,700535.8067452707,725423.142056932,701046.8026541458,725239.2219620732,-165.7017247708516,-165.7017247708516,-165.7017247708516,-165.7017247708516,-165.7017247708516,-165.7017247708516,0.0,0.0,0.0,713277.5039115673,713277,700535,725423
2020-08-10,718474.2105585091,703482.7409380884,731871.1167577645,704970.3983523389,731886.4076448684,-905.3214847588675,-905.3214847588675,-905.3214847588675,-905.3214847588675,-905.3214847588675,-905.3214847588675,0.0,0.0,0.0,717568.8890737502,717568,703482,731871
